id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,avg_episode_runtime,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage
66732,Stranger Things,2016-07-15,489.9853,8.6,20366,Ended,False,5,42,"Sci-Fi & Fantasy, Mystery, Action & Adventure",Scripted,en,US,,3477.0,21.0,"monster, small town, indiana, usa, experiment, halloween",2025-12-31,TV-14,tt4574334,"Ross Duffer, Matt Duffer",https://www.netflix.com/title/80057281
308482,Taskaree: The Smuggler's Web,2026-01-14,99.6134,7.3,3,Returning Series,True,1,7,"Crime, Mystery, Drama",Scripted,hi,IN,,7.0,7.0,,2026-01-14,TV-MA,tt35335046,Neeraj Pandey,https://www.netflix.com/title/81406373
259731,HIS & HERS,2026-01-08,84.3181,7.006,154,Ended,False,1,6,"Drama, Crime, Mystery",Miniseries,en,US,,13.0,13.0,"loss of loved one, detective, based on novel or book, dementia, bullying",2026-01-08,TV-MA,tt33035373,William Oldroyd,https://www.netflix.com/title/81662954
250505,Agatha Christie's Seven Dials,2026-01-15,79.0975,6.28,75,Ended,False,1,3,"Drama, Mystery",Scripted,en,GB,,6.0,6.0,"based on novel or book, clock, 1920s, thriller",2026-01-15,TV-14,tt31974288,Chris Chibnall,https://www.netflix.com/title/81314952
63174,Lucifer,2016-01-25,78.0905,8.437,15263,Ended,False,6,93,"Crime, Sci-Fi & Fantasy",Scripted,en,US,53.5,3649.0,1594.0,"based on comic, los angeles, california, devil, lapd",2021-09-10,TV-14,tt4052886,Tom Kapinos,https://www.netflix.com/title/80057918
4656,Raw,1993-01-11,78.0036,6.8,348,Returning Series,True,34,1709,Reality,Scripted,en,US,130.0,12063.0,9.0,"wrestling, superstar, sports entertainment",2026-01-12,TV-14,tt0185103,Vince McMahon,https://www.netflix.com/title/81788927
15226,CID,1998-01-21,74.4692,5.7,27,Returning Series,True,2,1651,"Action & Adventure, Crime, Drama, Mystery",Scripted,hi,IN,45.0,10227.0,38.0,"detective, investigation, murder, justice",2025-12-14,TV-14,tt0401916,Brijendra Pal Singh,https://www.sonyliv.com/shows/cid-1700000196
71912,The Witcher,2019-12-20,69.8935,7.951,6501,Returning Series,True,4,32,"Drama, Action & Adventure",Scripted,en,US,,2224.0,83.0,"based on novel or book, monster, mutant, magic, mutation",2025-10-30,TV-MA,tt5180504,Lauren Schmidt Hissrich,https://www.netflix.com/title/80189685
229891,Can This Love Be Translated?,2026-01-16,66.6981,9.273,22,Ended,False,1,12,"Drama, Comedy",Scripted,ko,KR,,5.0,5.0,"romcom, calm, cheerful, producer female lead, interpreter male lead",2026-01-16,TV-MA,tt30293074,"Hong Jeong-eun, Hong Mi-ran, Yoo Young-eun",https://www.netflix.com/title/81697769
78191,You,2018-09-09,56.1896,8.021,3772,Ended,False,5,50,"Mystery, Crime, Drama",Scripted,en,US,,2691.0,272.0,"new york city, based on novel or book, jealousy, infidelity, cheating",2025-04-24,TV-MA,tt7335184,"Greg Berlanti, Sera Gamble",https://www.netflix.com/title/80211991
91239,Bridgerton,2020-12-25,55.3259,8.068,3093,Returning Series,True,6,32,Drama,Scripted,en,US,,1853.0,587.0,"based on novel or book, society, marriage, love, romance",2024-06-13,TV-MA,tt8740790,Chris Van Dusen,https://www.netflix.com/title/80232398
93405,Squid Game,2021-09-17,55.0214,7.858,17087,Ended,False,3,22,"Action & Adventure, Mystery, Drama",Scripted,ko,KR,,1587.0,208.0,"secret organization, challenge, survival, fictional game show, cruelty",2025-06-27,TV-MA,tt10919420,Hwang Dong-hyuk,https://www.netflix.com/title/81040344
502,Sesame Street,1969-11-10,53.3563,7.087,275,Returning Series,True,56,3161,"Kids, Comedy",Scripted,en,US,57.0,20526.0,72.0,"puppet, educational",2025-11-10,TV-Y,tt0063951,"Lloyd Morrisett, Joan Ganz Cooney, Jim Henson",http://www.sesamestreet.org
119051,Wednesday,2022-11-23,52.251,8.363,10226,Returning Series,True,2,16,"Sci-Fi & Fantasy, Mystery, Comedy",Scripted,en,US,,1155.0,140.0,"witch, friendship, teenage girl, gothic, dark fantasy",2025-09-03,TV-14,tt13443470,"Miles Millar, Alfred Gough",https://www.netflix.com/title/81231974
42009,Black Mirror,2011-12-04,51.3388,8.284,5927,Returning Series,True,7,32,"Sci-Fi & Fantasy, Drama, Mystery",Scripted,en,GB,,5162.0,286.0,"technology, dystopia, satire, anthology, dark comedy",2025-04-10,TV-MA,tt2085059,Charlie Brooker,https://www.netflix.com/title/70264888
76669,Elite,2018-10-05,44.3906,8.013,9309,Ended,False,8,64,"Crime, Mystery, Drama",Scripted,es,ES,,2665.0,544.0,"love triangle, jealousy, infidelity, seduction, menage a trois",2024-07-26,TV-MA,tt7134908,"Darío Madrona, Carlos Montero",https://www.netflix.com/title/80200942
70523,Dark,2017-12-01,42.0248,8.424,7328,Ended,False,3,26,"Crime, Drama, Sci-Fi & Fantasy, Mystery",Scripted,de,DE,,2973.0,2034.0,"hotel, detective, small town, cave, nuclear power plant",2020-06-27,TV-MA,tt5753856,"Baran bo Odar, Jantje Friese",https://www.netflix.com/title/80100172
310045,"To Love, To Lose",2026-01-15,40.6849,5.75,4,Ended,False,1,8,Drama,Scripted,tr,TR,,6.0,6.0,,2026-01-15,,tt34692346,Yavuz Turgul,https://www.netflix.com/title/81767762
200709,Weak Hero,2022-11-18,39.1206,8.607,340,Returning Series,True,2,16,"Action & Adventure, Drama",Scripted,ko,KR,41.0,1160.0,271.0,"fight, male friendship, friendship, bullying, gang",2025-04-25,TV-MA,tt20234568,"You Su-min, Han Jun-hee",https://www.netflix.com/title/81742615
66788,13 Reasons Why,2017-03-31,38.3808,7.555,4443,Ended,False,4,49,"Drama, Mystery",Scripted,en,US,,3218.0,2056.0,"suicide, rape, sexual abuse, based on novel or book, depression",2020-06-05,TV-MA,tt1837492,Brian Yorkey,https://www.netflix.com/title/80117470
4194,Star Wars: The Clone Wars,2008-10-03,37.0197,8.5,2259,Ended,False,7,133,"Action & Adventure, Sci-Fi & Fantasy, Animation",Scripted,en,US,,6319.0,2088.0,"space opera, space wars",2020-05-04,TV-PG,tt0458290,George Lucas,https://www.disneyplus.com/series/star-wars-the-clone-wars/1wYXzjabXGVZ
63333,The Last Kingdom,2015-10-10,36.1658,8.242,1899,Ended,False,5,46,"Action & Adventure, Drama, War & Politics",Scripted,en,GB,60.0,3756.0,1414.0,"based on novel or book, vikings (norsemen), royalty, historical fiction, king",2022-03-09,TV-MA,tt4179452,Stephen Butchard,https://www.netflix.com/title/80074249
50524,Pen Tor,2004-10-07,34.1515,8.8,10,Returning Series,True,12,913,Comedy,Scripted,th,TH,,7776.0,146.0,"thai, sitcom, lakorn",2025-08-28,,,,http://www.exact.co.th/pentor.html
61222,BoJack Horseman,2014-08-22,34.0075,8.541,2731,Ended,False,6,76,"Animation, Comedy, Drama",Scripted,en,US,,4170.0,2182.0,"drug abuse, show business, depression, nihilism, horse",2020-01-31,TV-MA,tt3398228,Raphael Bob-Waksberg,http://www.netflix.com/title/70300800
77169,Cobra Kai,2018-05-02,33.7134,8.205,6799,Ended,False,6,65,"Action & Adventure, Drama, Comedy",Scripted,en,US,,2821.0,342.0,"california, martial arts, karate, sensei, rivalry",2025-02-13,TV-14,tt7221388,"Hayden Schlossberg, Josh Heald, Jon Hurwitz",https://www.netflix.com/title/81002370
245684,Culinary Class Wars,2024-09-17,33.6743,8.5,58,Returning Series,True,2,25,Reality,Reality,ko,KR,60.0,491.0,8.0,"cooking, chef, cooking competition",2026-01-13,,tt33040785,"Kim Hak-min, Kim Eun-ji",https://www.netflix.com/title/81728365
110316,Alice in Borderland,2020-12-10,33.0787,8.127,2582,Ended,False,3,22,"Mystery, Drama, Action & Adventure",Scripted,ja,JP,,1868.0,118.0,"fight, supernatural, survival, tokyo, japan, psychological thriller",2025-09-25,TV-MA,tt10795658,,https://www.netflix.com/title/80200575
65494,The Crown,2016-11-04,32.8218,8.2,2277,Ended,False,6,60,Drama,Scripted,en,"GB, US",,3365.0,769.0,"england, dynasty, royal family, based on true story, royalty",2023-12-14,TV-MA,tt4786824,Peter Morgan,https://www.netflix.com/title/80025678
306762,Love Through a Prism,2026-01-15,28.9191,7.889,9,Ended,False,1,20,"Animation, Drama",Scripted,ja,JP,,6.0,6.0,"london, england, romance, coming of age, aristocrat, exchange student",2026-01-15,TV-PG,tt39050141,,https://www.netflix.com/title/81498882
71446,Money Heist,2017-05-02,28.2315,8.231,19227,Ended,False,3,41,"Crime, Drama",Scripted,es,ES,,3186.0,1510.0,"stockholm syndrome, spain, perfect crime, robbery, professor",2021-12-03,TV-MA,tt6468322,Álex Pina,https://www.netflix.com/title/80192098
94605,Arcane,2021-11-06,27.9143,8.752,5611,Ended,False,2,18,"Animation, Action & Adventure",Scripted,en,US,,1537.0,424.0,"magic, war of independence, battle, based on video game, death in family",2024-11-23,TV-14,tt11126994,"Christian Linke, Alex Yee",https://arcane.com
111141,Maid,2021-09-30,27.6627,7.963,841,Ended,False,1,10,Drama,Miniseries,en,US,,1574.0,1574.0,"underdog, based on novel or book, homelessness, based on true story, domestic abuse",2021-09-30,TV-MA,tt11337908,Molly Smith Metzler,https://www.netflix.com/title/81166770
96648,Sweet Home,2020-12-18,27.3675,8.236,1528,Ended,False,3,26,"Sci-Fi & Fantasy, Action & Adventure",Scripted,ko,KR,,1860.0,551.0,"trauma, gore, survival, apocalypse, supernatural phenomena",2024-07-19,TV-MA,tt11612120,,https://www.netflix.com/title/81061734
63351,Narcos,2015-08-28,27.2788,8.06,3142,Ended,False,3,30,"Crime, Drama",Scripted,en,US,,3799.0,3064.0,"cocaine, drug dealer, outlaw, based on true story, drug cartel",2017-09-01,TV-MA,tt2707408,"Chris Brancato, Doug Miro, Carlo Bernard",http://www.netflix.com/title/80025172
215092,Alpha Males,2022-12-30,26.4811,7.522,136,Returning Series,True,4,36,Comedy,Scripted,es,ES,,1118.0,12.0,"masculinity, male male relationship",2026-01-09,TV-MA,tt18482892,"Laura Caballero, Alberto Caballero, Daniel Deorador, Araceli Álvarez de Sotomayor",https://www.netflix.com/title/81559021
90802,The Sandman,2022-08-05,26.4225,7.883,2483,Ended,False,2,23,"Sci-Fi & Fantasy, Drama, Action & Adventure",Scripted,en,US,,1265.0,174.0,"dreams, mythology, nightmare, superhero, based on comic",2025-07-31,TV-MA,tt1751634,"Neil Gaiman, David S. Goyer, Allan Heinberg",https://thesandman.com
1424,Orange Is the New Black,2013-07-11,25.5779,7.654,2725,Ended,False,7,91,"Drama, Comedy, Crime",Scripted,en,US,,4577.0,2371.0,"prison, women's prison, based on true story, lesbian relationship, dark comedy",2019-07-26,TV-MA,tt2372162,Jenji Kohan,https://www.netflix.com/title/70242311
1425,House of Cards,2013-02-01,25.1226,8.005,3038,Ended,False,6,73,Drama,Scripted,en,US,,4737.0,2637.0,"corruption, usa president, manipulation, politics, revenge",2018-11-02,TV-MA,tt1856010,Beau Willimon,http://www.netflix.com/title/70178217
69740,Ozark,2017-07-21,24.6175,8.21,2612,Ended,False,4,44,"Crime, Drama",Scripted,en,US,,3106.0,1363.0,"money laundering, investigation, missouri, drug cartel, biting",2022-04-29,TV-MA,tt5071412,"Bill Dubuque, Mark Williams",https://www.netflix.com/title/80117552
83639,Girl from Nowhere,2018-10-27,24.31,8.505,915,Ended,False,2,21,"Drama, Mystery, Crime",Scripted,th,TH,,2643.0,1720.0,"rape, supernatural, high school, bullying, anthology",2021-05-07,TV-MA,tt8824648,SOUR Bangkok,http://www.netflix.com/title/80241947
81356,Sex Education,2019-01-11,24.2239,8.217,7709,Ended,False,4,32,"Comedy, Drama",Scripted,en,GB,,2567.0,853.0,"england, small town, sex therapy, high school, coming of age",2023-09-21,TV-MA,tt7767422,Laurie Nunn,https://www.netflix.com/title/80197526
238458,Cashero,2025-12-26,23.9991,7.1,53,Ended,False,1,8,"Action & Adventure, Drama",Miniseries,ko,KR,,26.0,26.0,"superhero, cash, based on webcomic or webtoon, powers, salaryman",2025-12-26,TV-MA,tt30413044,,https://www.netflix.com/title/81028446
139798,Single's Inferno,2021-12-18,23.9982,7.631,80,Returning Series,True,5,53,"Reality, Comedy, Talk",Reality,ko,KR,60.0,1495.0,1.0,"competition, friendship, matchmaking, bonding, dating show",2026-01-20,TV-PG,tt16283666,"Kim Jae-won, Kim Na-hyun",https://www.netflix.com/title/81436209
236235,The Gentlemen,2024-03-07,23.726,7.864,690,Returning Series,True,2,8,"Comedy, Drama, Crime",Scripted,en,GB,,685.0,685.0,"dark comedy, aristocrat, based on movie, irreverent, offbeat",2024-03-07,TV-MA,tt13210838,Guy Ritchie,https://www.netflix.com/title/81437051
82596,Emily in Paris,2020-10-02,23.3901,7.602,1501,Returning Series,True,6,50,"Drama, Comedy",Scripted,en,US,,1937.0,34.0,"paris, france, affectation, marketing, friendship, love",2025-12-18,TV-MA,tt8962124,Darren Star,https://www.netflix.com/title/81037371
219246,When Life Gives You Tangerines,2025-03-07,23.0264,8.721,453,Ended,False,1,16,Drama,Scripted,ko,KR,,320.0,299.0,"poet, romance, family relationships, couple, first love",2025-03-28,TV-14,tt26471411,"Lim Sang-choon, Kim Won-suk",https://www.netflix.com/title/81681535
113988,DAHMER - Monster: The Jeffrey Dahmer Story,2022-09-21,22.8153,7.975,2799,Ended,False,1,10,"Drama, Crime",Miniseries,en,US,,1218.0,1218.0,"deaf-mute, pedophilia, court case, necrophilia, alcoholism",2022-09-21,TV-MA,,"Ryan Murphy, Ian Brennan",https://www.netflix.com/title/81287562
99966,All of Us Are Dead,2022-01-28,22.2071,8.279,4227,Returning Series,True,2,12,"Action & Adventure, Drama, Sci-Fi & Fantasy",Scripted,ko,KR,65.0,1454.0,1454.0,"high school, bullying, based on comic, survival, coming of age",2022-01-28,TV-MA,tt14169960,"Chun Sung-il, JQ Lee, Kim Nam-su",https://www.netflix.com/title/81237994
129552,The Night Agent,2023-03-23,22.1863,7.734,1027,Returning Series,True,3,20,"Action & Adventure, Drama, Mystery",Scripted,en,US,,1035.0,363.0,"based on novel or book, the white house, fbi, oval office, conspiracy",2025-01-23,TV-MA,tt13918776,Shawn Ryan,https://www.netflix.com/title/81450827
4589,Arrested Development,2003-11-02,21.8234,7.935,1581,Ended,False,5,84,Comedy,Scripted,en,US,,8116.0,2504.0,"prison, narration, dysfunctional family, dark comedy, family relationships",2019-03-15,TV-MA,tt0367279,Mitchell Hurwitz,https://www.netflix.com/title/70140358
61889,Marvel's Daredevil,2015-04-10,21.762,8.158,4970,Canceled,False,3,39,"Crime, Drama, Action & Adventure",Scripted,en,US,,3939.0,2651.0,"new york city, corruption, secret identity, secret organization, vigilante",2018-10-19,TV-MA,tt3322312,Drew Goddard,https://www.disneyplus.com/series/daredevil/5jKSWL7ZMg50
212989,LEGO Ninjago: Dragons Rising,2023-06-01,21.5742,8.2,88,Returning Series,True,4,70,"Animation, Kids, Action & Adventure",Scripted,en,US,22.0,965.0,139.0,"martial arts, sequel, ninja, based on toy, fighting",2025-09-04,TV-Y7,tt27502465,"Chris Wyatt, Kevin Burke",https://www.netflix.com/title/81519765
79696,Manifest,2018-09-24,20.7411,7.626,1724,Ended,False,4,62,"Sci-Fi & Fantasy, Mystery, Drama",Scripted,en,US,42.0,2676.0,964.0,"new york city, time travel, investigation, presumed dead, passengers",2023-06-02,TV-14,tt8421350,Jeff Rake,https://www.netflix.com/title/80241318
155421,All the Light We Cannot See,2023-11-02,20.6799,7.5,284,Ended,False,1,4,Drama,Miniseries,en,US,,811.0,811.0,"based on novel or book, world war ii, miniseries, german occupation of france",2023-11-02,TV-MA,tt15320362,Steven Knight,https://www.netflix.com/title/81083008
86831,"Love, Death & Robots",2019-03-15,19.5597,8.2,3823,Returning Series,True,4,45,"Animation, Sci-Fi & Fantasy",Scripted,en,US,,2504.0,251.0,"explosive, grave, love, anthology, murder",2025-05-15,TV-MA,tt9561862,Tim Miller,https://www.netflix.com/title/80174608
286801,Monster: The Ed Gein Story,2025-10-03,19.3062,7.232,442,Ended,False,1,8,"Drama, Crime",Miniseries,en,US,,110.0,110.0,"world war ii, wisconsin, based on true story, murder, serial killer",2025-10-03,TV-MA,,Ian Brennan,https://www.netflix.com/title/81783093
116135,Vikings: Valhalla,2022-02-25,19.2887,7.647,1009,Ended,False,3,24,"Action & Adventure, Drama, War & Politics",Scripted,en,US,,1426.0,559.0,"fight, sword, brotherhood, vikings (norsemen), survival",2024-07-11,TV-MA,tt11311302,Jeb Stuart,https://www.netflix.com/title/81149450
252193,Last Samurai Standing,2025-11-13,19.2242,7.864,166,Returning Series,True,2,6,"Action & Adventure, Drama",Scripted,ja,JP,,69.0,69.0,"based on novel or book, samurai, jidaigeki, 19th century, meiji period",2025-11-13,TV-MA,tt32237534,,https://www.netflix.com/title/81607397
114868,Record of Ragnarok,2021-06-17,19.059,8.413,1816,Returning Series,True,3,42,"Action & Adventure, Animation, Sci-Fi & Fantasy",Scripted,ja,JP,,1679.0,42.0,"fight, mythology, god, survival, tournament",2025-12-10,TV-MA,tt13676344,,https://ragnarok-official.com
67178,Marvel's The Punisher,2017-11-17,19.0491,8.136,2937,Canceled,False,2,26,"Action & Adventure, Crime, Drama",Scripted,en,US,53.0,2987.0,2560.0,"gun, anti hero, vigilante, based on comic, punishment",2019-01-18,TV-MA,tt5675620,Steve Lightfoot,https://www.disneyplus.com/series/the-punisher/6JOZHgU6cBS3
250988,House of Guinness,2025-09-25,18.5656,7.585,106,Returning Series,True,1,8,Drama,Scripted,en,GB,,118.0,118.0,"period drama, lgbt, costume drama, gay theme",2025-09-25,TV-MA,tt13542714,Steven Knight,https://www.netflix.com/title/81664250
75006,The Umbrella Academy,2019-02-15,18.5167,8.5,9841,Ended,False,4,36,"Action & Adventure, Sci-Fi & Fantasy, Drama",Scripted,en,US,,2532.0,531.0,"secret society, time travel, superhero, based on comic, dysfunctional family",2024-08-08,TV-MA,tt1312171,Steve Blackman,https://www.netflix.com/title/80186863
116799,The Lincoln Lawyer,2022-05-13,18.4067,7.643,428,Returning Series,True,4,40,"Drama, Crime",Scripted,en,US,,1349.0,461.0,"based on novel or book, workplace, lawyer, criminal, courtroom",2024-10-17,TV-MA,tt13833978,David E. Kelley,https://www.netflix.com/title/81303831
248984,Unlocked: A Jail Experiment,2024-04-10,18.12,6.614,22,Returning Series,True,2,16,Reality,Reality,en,US,,651.0,14.0,reality,2026-01-07,TV-MA,tt31722999,,https://www.netflix.com/title/81476421
279601,Man vs Baby,2025-12-11,17.8105,6.837,156,Ended,False,1,4,"Comedy, Family",Miniseries,en,GB,,41.0,41.0,"baby, miniseries",2025-12-11,TV-PG,tt35047134,"Rowan Atkinson, William Davies",https://www.netflix.com/title/81923753
111110,ONE PIECE,2023-08-31,17.5741,8.1,1465,Returning Series,True,2,16,"Action & Adventure, Sci-Fi & Fantasy",Scripted,en,US,,874.0,874.0,"ocean, sea, ship, friendship, based on comic",2023-08-31,TV-14,tt11737520,"Matt Owens, Steven Maeda",https://www.netflix.com/title/80217863
249042,Adolescence,2025-03-13,17.3665,7.836,1349,Ended,False,1,4,"Drama, Crime",Miniseries,en,"GB, US",,314.0,314.0,"england, sexism, violence against women, patriarchy, bullying",2025-03-13,TV-MA,tt31806037,"Stephen Graham, Jack Thorne",https://www.netflix.com/title/81756069
74428,Rosario Tijeras (Mexico),2016-10-30,17.2792,7.591,1750,Returning Series,True,4,237,"Drama, Crime",Scripted,es,MX,45.0,3370.0,217.0,telenovela,2025-06-18,TV-MA,tt6340304,,https://www.netflix.com/title/80170690
43901,Longmire,2012-06-03,17.279,7.7,313,Ended,False,6,63,"Western, Crime, Drama",Scripted,en,US,,4980.0,2987.0,"wyoming, usa, small town, small town sheriff, tuff, russia",2017-11-17,TV-14,tt1836037,"John Coveny, Hunt Baldwin",https://www.netflix.com/title/70269479
195407,The Creature Cases,2022-04-12,17.1078,7.8,16,Returning Series,True,6,67,"Kids, Animation",Scripted,en,"US, GB, CN, FR",15.0,1380.0,38.0,"detective, space travel, creature, educational, 3d animation",2025-12-14,TV-Y7,tt15527326,Gabe Pulliam,https://www.netflix.com/title/81014532
74204,Big Mouth,2017-09-29,17.0962,7.64,1178,Ended,False,8,81,"Comedy, Animation",Scripted,en,US,27.0,3036.0,243.0,"adolescence, puberty, friendship, cartoon, crude humor",2025-05-23,TV-MA,tt6524350,"Mark Levin, Nick Kroll, Jennifer Flackett, Andrew Goldberg",https://www.netflix.com/title/80117038
67026,Designated Survivor,2016-09-21,16.9451,7.135,1072,Canceled,False,3,53,"Drama, War & Politics",Scripted,en,US,,3409.0,2420.0,"usa president, affectation, politics, president, conspiracy",2019-06-07,TV-14,tt5296406,David Guggenheim,https://www.netflix.com/title/80113647
87247,Bakugan,2018-12-23,16.8579,5.76,25,Ended,False,6,338,"Animation, Kids, Sci-Fi & Fantasy, Action & Adventure",Scripted,en,"CA, US",11.0,2586.0,1057.0,"based on toy, reboot, based on card game, pet monster, talking dragon",2023-03-01,TV-Y7,tt9527662,"Joe Kelly, Steven T. Seagle, Joe Casey, Duncan Rouleau",
244244,Run Away,2026-01-01,16.7903,6.597,77,Ended,False,1,8,"Drama, Mystery",Miniseries,en,"GB, US",,20.0,20.0,"based on novel or book, drug addiction, daughter, miniseries, suspenseful",2026-01-01,TV-MA,tt9169516,Harlan Coben,https://www.netflix.com/title/81744420
78173,Dragons: Race to the Edge,2015-06-26,16.5367,8.368,462,Ended,False,6,78,"Family, Animation, Action & Adventure, Sci-Fi & Fantasy",Scripted,en,US,23.0,3862.0,2896.0,"flying, vikings (norsemen), computer animation, family drama, dragon",2018-02-16,TV-Y7,tt4816058,,https://www.netflix.com/title/80039394
62320,Grace and Frankie,2015-05-08,16.38,7.679,357,Ended,False,7,94,"Comedy, Drama",Scripted,en,US,32.0,3911.0,1363.0,"divorce, family, beach house, lgbt, elderly",2022-04-29,TV-MA,tt3609352,"Marta Kauffman, Howard J. Morris",https://www.netflix.com/en/title/80017537
67744,MINDHUNTER,2017-10-13,16.2111,8.106,2805,Canceled,False,2,19,"Drama, Crime",Scripted,en,US,,3022.0,2350.0,"prison, based on novel or book, 1970s, fbi, psychology",2019-08-16,TV-MA,tt5290382,Joe Penhall,https://www.netflix.com/title/80114855
225634,Monsters: The Lyle and Erik Menendez Story,2024-09-19,16.1064,7.6,468,Ended,False,1,9,"Drama, Crime",Miniseries,en,US,,489.0,489.0,"based on true story, miniseries, privileged life, brother brother relationship, parricide",2024-09-19,TV-MA,,"Ryan Murphy, Ian Brennan",https://www.netflix.com/title/81665094
102085,Too Hot to Handle,2020-04-17,15.7487,6.605,441,Canceled,False,6,59,Reality,Reality,en,GB,40.0,2105.0,537.0,"competition, beach, single, love, dating",2024-08-02,TV-MA,tt12004280,"Laura Gibson, Charlie Bennett",https://www.netflix.com/title/80241027
100757,Outer Banks,2020-04-15,15.7418,8.3,1133,Returning Series,True,5,41,"Action & Adventure, Drama, Mystery",Scripted,en,US,54.0,2107.0,440.0,"diving, surfing, north carolina, treasure hunt, on the run",2024-11-07,TV-MA,tt10293938,"Josh Pate, Shannon Burke, Jonas Pate",https://www.netflix.com/title/80236318
136283,The Glory,2022-12-30,15.6952,8.464,852,Ended,False,1,16,Drama,Scripted,ko,KR,53.0,1118.0,1048.0,"bullying, based on true story, revenge, teacher, miniseries",2023-03-10,TV-MA,tt21344706,"Kim Eun-sook, An Gil-ho",https://www.netflix.com/title/81519223
117581,Ginny & Georgia,2021-02-24,15.6386,8.0,1744,Returning Series,True,4,30,"Comedy, Drama",Scripted,en,US,,1792.0,230.0,"femme fatale, romance, neighbor, female protagonist, motorcycle gang",2025-06-05,TV-14,tt10813940,Sarah Lampert,https://www.netflix.com/title/81025696
90955,The Naked Director,2019-08-08,15.6246,7.3,185,Ended,False,2,16,"Comedy, Drama",Scripted,ja,JP,50.0,2358.0,1672.0,"japan, yakuza, nightclub, based on true story, 1980s",2021-06-24,TV-MA,tt10477528,,https://www.netflix.com/title/80239462
157362,Who Is the Wolf?,2017-02-18,15.344,5.4,5,Returning Series,True,15,225,Reality,Reality,ja,JP,,3259.0,423.0,,2024-11-24,,tt27921621,,https://abema.tv/video/title/90-1332
195670,"XO, Kitty",2023-05-18,15.1097,8.039,567,Returning Series,True,2,18,"Comedy, Drama",Scripted,en,US,,979.0,370.0,"based on novel or book, affectation, high school, romcom, romance",2025-01-16,TV-14,tt14490706,Jenny Han,https://www.netflix.com/title/81324724
96677,Lupin,2021-01-08,14.9158,7.713,2482,Returning Series,True,3,17,"Crime, Drama, Mystery",Scripted,fr,FR,,1839.0,839.0,"paris, france, based on novel or book, investigation, police, thief",2023-10-05,TV-MA,tt2531336,"George Kay, Florent Meyer, Tigran Rosine, François Uzan, Marie Roussin",https://www.netflix.com/title/80994082
94028,RIPLEY,2024-04-04,14.8536,7.992,358,Ended,False,1,8,Drama,Miniseries,en,US,,657.0,657.0,"italy, based on novel or book, fraud, miniseries, black and white",2024-04-04,TV-MA,tt11016042,Steven Zaillian,https://www.netflix.com/title/81678765
272586,Land of Sin,2026-01-02,14.7393,5.552,48,Ended,False,1,5,"Drama, Crime, Mystery",Miniseries,sv,SE,,19.0,19.0,"miniseries, thriller",2026-01-02,TV-MA,tt33501959,Peter Grönlund,https://www.netflix.com/title/81666695
250504,The Beast in Me,2025-11-13,14.4243,7.121,161,Ended,False,1,8,"Drama, Mystery",Miniseries,en,US,,69.0,69.0,"writer's block, lesbian relationship, disappearance, miniseries, writer",2025-11-13,TV-MA,tt31974367,Gabe Rotter,https://www.netflix.com/title/81427733
87739,The Queen's Gambit,2020-10-23,14.303,8.448,5257,Ended,False,1,7,Drama,Miniseries,en,US,,1916.0,1916.0,"chess, based on novel or book, kentucky, female friendship, addiction",2020-10-23,TV-MA,tt10048342,"Scott Frank, Allan Scott",https://www.netflix.com/title/80234304
80968,Narcos: Mexico,2018-11-16,13.998,7.923,1448,Ended,False,3,30,"Drama, Crime",Scripted,en,US,,2623.0,1538.0,"corruption, mexico, cocaine, tiger, usa–mexico border",2021-11-05,TV-MA,tt8714904,"Chris Brancato, Doug Miro, Carlo Bernard",https://www.netflix.com/title/80997085
90660,KENGAN ASHURA,2019-07-31,13.9725,8.341,1013,Ended,False,2,52,"Animation, Action & Adventure, Sci-Fi & Fantasy",Scripted,ja,JP,23.0,2366.0,524.0,"japan, martial arts, gladiator, challenge, based on manga",2024-08-15,TV-MA,tt9058134,,http://kengan.net/
245648,Billionaires' Bunker,2025-09-19,13.6167,6.478,113,Canceled,False,1,8,"Sci-Fi & Fantasy, Drama, Mystery",Scripted,es,ES,,124.0,124.0,"bunker, dystopia, world war iii, family rivalry",2025-09-19,TV-MA,tt31173096,"Álex Pina, Esther Martínez Lobato",https://www.netflix.com/title/81606699
127529,Bloodhounds,2023-06-09,13.6096,8.316,477,Returning Series,True,2,8,"Drama, Action & Adventure, Crime",Scripted,ko,KR,61.0,957.0,957.0,"boxer, debt, bromance, loan shark, boxing",2023-06-09,TV-MA,tt26315487,Jason Kim,https://www.netflix.com/title/81444051
75758,Lost in Space,2018-04-13,13.541,7.509,1785,Ended,False,3,28,"Sci-Fi & Fantasy, Action & Adventure, Drama",Scripted,en,US,56.0,2840.0,1512.0,"spacecraft, space colony, black hole, flashback, space",2021-12-01,TV-PG,tt5232792,Irwin Allen,https://www.netflix.com/title/80104198
121509,The Upshaws,2021-05-12,13.4354,7.611,63,Ended,False,5,60,"Comedy, Family, Drama",Scripted,en,US,,1715.0,6.0,"home, work, sitcom",2026-01-15,TV-MA,tt10945036,"Wanda Sykes, Regina Y. Hicks",https://www.netflix.com/title/81028174
